tweet_id,sentence,label,city_id,city_name,continent,country,country_code,hemisphere,lat,lon,month,date,example_category,is_synthetic,original_split
DEMO_0110,Sizzling heat all week. I have been working from home just to survive.,1,CITY_ESP_MADR_109,Madrid,Europe,Spain,ESP,north,40.4167047,-3.7035825,2022-05,2022-05-16,positive_ambient_personal,1,train
DEMO_0073,Homemade hot sauce recipe turned out incredible. Sharing it with everyone.,0,CITY_SAU_RIYA_072,Riyadh,Asia,Kingdom of Saudi Arabia,SAU,north,24.638916,46.7160104,2022-05,2022-05-17,negative_food,1,train
DEMO_0177,National adaptation strategy lists heat as the number one climate risk for cities.,0,CITY_USA_BAYO_176,Bayonne,North America,United States,USA,north,40.5834557,-74.1496048,2022-05,2022-05-17,negative_policy_discourse,1,train
DEMO_0199,Life is good when you have great friends. #heatwave #blessed #grateful,0,CITY_USA_COLU_198,Columbus,North America,United States,USA,north,39.9622601,-83.0007065,2022-05,2022-05-18,negative_spam_irrelevant,1,train
DEMO_0486,Feeling seriously dehydrated after being outside for only 20 minutes.,1,CITY_GBR_NOTT_137,Nottingham,Europe,United Kingdom,GBR,north,52.9534193,-1.1496461,2022-05,2022-05-19,positive_physiological,1,test
DEMO_0058,Scheduled the annual boiler service before the heating season starts.,0,CITY_IND_MUMB_057,Mumbai,Asia,India,IND,north,19.0785451,72.878176,2022-05,2022-05-19,negative_indoor_heating,1,train
DEMO_0523,Volunteers opened cooling centres and I went — I was genuinely struggling.,1,CITY_USA_BALT_174,Baltimore,North America,United States,USA,north,39.2908816,-76.610759,2022-05,2022-05-20,boundary_positive_cooling_centre_personal_use,1,test
DEMO_0463,The heat relief centre opened yesterday and I needed it — I was in a bad way.,1,CITY_GBR_BRIS_114,Bristol,Europe,United Kingdom,GBR,north,51.4538022,-2.5972985,2022-05,2022-05-20,boundary_positive_cooling_centre_personal_use,1,test
DEMO_0498,Homemade hot mustard recipe finally nailed it after three attempts.,0,CITY_GBR_YORK_149,Yorkshire and The Humber,Europe,United Kingdom,GBR,north,53.9318994,-1.1664716608886,2022-05,2022-05-20,negative_food,1,test
DEMO_0271,Win a free product bundle! RT and follow to enter. #heatwave #giveaway,0,CITY_USA_NEWH_270,New Haven,North America,United States,USA,north,41.3082138,-72.9250518,2022-05,2022-05-20,negative_spam_irrelevant,1,train
DEMO_0360,The heat dome sitting over us has made even simple tasks feel overwhelming.,1,CITY_NGA_ILOR_011,Ilorin,Africa,Nigeria,NGA,north,8.4963657,4.5480484,2022-05,2022-05-21,positive_ambient_personal,1,train
DEMO_0275,Cities share best practices at global urban heat resilience conference.,0,CITY_USA_NORF_274,Norfolk,North America,United States,USA,north,36.8448348,-76.2863999,2022-05,2022-05-21,negative_policy_discourse,1,train
DEMO_0427,Just signed with a new agency! Big things coming. #heatwave #exciting,0,CITY_PAK_ISLA_078,Islamabad,Asia,Pakistan,PAK,north,33.6938118,73.0651511,2022-05,2022-05-22,negative_spam_irrelevant,1,train
DEMO_0258,Felt my heart fluttering from the heat while jogging. Stopped immediately.,1,CITY_USA_MEDF_257,Medford,North America,United States,USA,north,42.4184296,-71.1061639,2022-05,2022-05-22,positive_physiological,1,train
DEMO_0580,My electrolytes are depleted. Cramping badly after the outdoor morning session.,1,CITY_USA_HOME_231,Homewood,North America,United States,USA,north,41.5574046,-87.6651467,2022-05,2022-05-22,positive_physiological,1,test
DEMO_0099,Hot and trending: this video has already hit 10 million views.,0,CITY_IRL_DUBL_098,Dublin,Europe,Ireland,IRL,north,53.3493795,-6.2605593,2022-05,2022-05-22,negative_metaphorical,1,train
DEMO_0171,Their chemistry on screen is absolutely scorching. Perfect casting.,0,CITY_USA_ATLA_170,Atlanta,North America,United States,USA,north,33.7489924,-84.3902644,2022-05,2022-05-22,negative_metaphorical,1,train
DEMO_0098,My whole body feels sticky and heavy in this humidity. Cannot stop sweating.,1,CITY_IRL_CORK_097,Cork,Europe,Ireland,IRL,north,51.897077,-8.4654674,2022-05,2022-05-23,positive_physiological,1,train
DEMO_0060,Heat Street the news outlet published a great analysis piece yesterday.,0,CITY_IND_NEWD_059,New Delhi,Asia,India,IND,north,28.6138954,77.2090057,2022-05,2022-05-23,negative_proper_noun,1,train
DEMO_0439,Climate breakdown hit home for me today when I nearly fainted at the bus stop.,1,CITY_PHL_QUEZ_090,Quezon City,Asia,Republic of the Philippines,PHL,north,14.6510546,121.0486254,2022-05,2022-05-25,boundary_positive_climate_personal_exposure,1,test
DEMO_0233,The competition is fierce and the stakes are burning hot this quarter.,0,CITY_USA_HONO_232,Honolulu,North America,United States,USA,north,21.304547,-157.855676,2022-05,2022-05-25,negative_metaphorical,1,train
DEMO_0493,The bidding war for the acquisition target is heating up fast.,0,CITY_GBR_SOUT_144,Southampton,Europe,United Kingdom,GBR,north,50.9025349,-1.404189,2022-05,2022-05-25,negative_metaphorical,1,test
DEMO_0612,Cannot focus on my work at all. My mind keeps drifting from the discomfort.,1,CITY_USA_MILW_263,Milwaukee,North America,United States,USA,north,43.0386475,-87.9090751,2022-05,2022-05-27,positive_psychological,1,test
DEMO_0367,Monthly giveaway! RT to enter. #heatwave #giveaway #freebie,0,CITY_ZAF_BLOE_018,Bloemfontein,Africa,South Africa,ZAF,south,-29.116395,26.215496,2022-05,2022-05-28,negative_spam_irrelevant,1,train
DEMO_0338,Profusely sweating even while sitting still inside. The humidity is relentless.,1,CITY_AUS_GOLD_337,Gold Coast,Oceania,Australia,AUS,south,-28.0023731,153.4145987,2022-05,2022-05-31,positive_physiological,1,train
DEMO_0598,I grew up in a hot country but this heatwave here is something else entirely.,1,CITY_USA_LASV_249,Las Vegas,North America,United States,USA,north,36.1699,-115.1398,2022-06,2022-06-01,positive_ambient_personal,1,test
DEMO_0084,The urban heat island here is savage. It is always a few degrees hotter in my neighbourhood.,1,CITY_PAK_SIND_083,Sindh,Asia,Pakistan,PAK,north,25.5,69.0,2022-06,2022-06-01,positive_ambient_personal,1,train
DEMO_0602,This heatwave is in the news but for me it is just an ordinary Tuesday in agony.,1,CITY_USA_LOSA_253,Los Angeles,North America,United States,USA,north,34.041511,-118.2547151,2022-06,2022-06-01,boundary_positive_heatwave_personal,1,test
DEMO_0511,"Under the heat of scrutiny, the CEO was forced to resign.",0,CITY_MEX_PUER_162,Puerto Vallarta,North America,Mexico,MEX,north,20.6407176,-105.220306,2022-06,2022-06-02,negative_metaphorical,1,test
DEMO_0144,Hot deals newsletter dropped today. Some incredible discounts this week.,0,CITY_GBR_SOUT_143,South West,Europe,United Kingdom,GBR,north,51.50076785,-2.550310634,2022-06,2022-06-03,negative_commercial_business,1,train
DEMO_0170,Made a batch of hot honey at home this weekend. Goes with everything.,0,CITY_USA_ATHE_169,Athens,North America,United States,USA,north,33.9597677,-83.376398,2022-06,2022-06-03,negative_food,1,train
DEMO_0601,Even standing in the shade feels dangerous today. The ambient temperature is brutal.,1,CITY_USA_LONG_252,Long Beach,North America,United States,USA,north,33.7690164,-118.191604,2022-06,2022-06-03,positive_ambient_personal,1,test
DEMO_0242,Red heat alert today and I was outside for three hours. Not good.,1,CITY_USA_JEFF_241,Jefferson,North America,United States,USA,north,33.5206824,-86.8024326,2022-06,2022-06-04,boundary_positive_alert_personal,1,train
DEMO_0163,The Hot 97 Summer Jam lineup this year is absolutely stacked with talent.,0,CITY_MEX_PUER_162,Puerto Vallarta,North America,Mexico,MEX,north,20.6407176,-105.220306,2022-06,2022-06-04,negative_proper_noun,1,train
DEMO_0325,City swimming pools extended their hours during the extreme heat period.,0,CITY_USA_TEMP_324,Tempe,North America,United States,USA,north,33.4255117,-111.940016,2022-06,2022-06-04,boundary_negative_institutional_response,1,train
DEMO_0603,Muscle cramps in my calves from being out in the heat all morning.,1,CITY_USA_LOUI_254,Louisville,North America,United States,USA,north,38.2542376,-85.759407,2022-06,2022-06-04,positive_physiological,1,test
DEMO_0409,Went to the shopping centre just for the air conditioning honestly.,1,CITY_IND_NOID_060,Noida,Asia,India,IND,north,28.5706333,77.3272147,2022-06,2022-06-04,positive_coping,1,train
DEMO_0490,Set up a small paddling pool in the garden. Only tolerable outdoor option today.,1,CITY_GBR_SHEF_141,Sheffield,Europe,United Kingdom,GBR,north,53.3806626,-1.4702278,2022-06,2022-06-06,positive_coping,1,test
DEMO_0438,Heat health action plan updated to reflect new research on vulnerable populations.,0,CITY_PHL_PASI_089,Pasig City,Asia,Republic of the Philippines,PHL,north,14.5605166,121.0764343,2022-06,2022-06-06,negative_policy_discourse,1,test
DEMO_0465,Hot Creek Geological Site in California is worth visiting if you are nearby.,0,CITY_GBR_CARD_116,Cardiff,Europe,United Kingdom,GBR,north,51.4816546,-3.1791934,2022-06,2022-06-07,negative_proper_noun,1,test
DEMO_0457,Heat emergency declared and I personally felt every degree of it today.,1,CITY_ESP_GAUC_108,Gaucín,Europe,Spain,ESP,north,36.5192377,-5.3177544,2022-06,2022-06-07,boundary_positive_alert_personal,1,test
DEMO_0105,Made a big batch of hot lentil soup for the week ahead. So satisfying.,0,CITY_ITA_ROME_104,Rome,Europe,Italy,ITA,north,41.8933203,12.4829321,2022-06,2022-06-08,negative_food,1,train
DEMO_0149,Things are really coming to a boil in that organisation. Big changes ahead.,0,CITY_GBR_YORK_148,York,Europe,United Kingdom,GBR,north,53.959,-1.0815,2022-06,2022-06-08,negative_metaphorical,1,train
DEMO_0079,Emergency services placed on heightened alert during the extended heat period.,0,CITY_PAK_ISLA_078,Islamabad,Asia,Pakistan,PAK,north,33.6938118,73.0651511,2022-06,2022-06-08,negative_policy_discourse,1,train
DEMO_0087,Feeling mentally exhausted from just existing in this temperature.,1,CITY_PHL_DAVA_086,Davao City,Asia,Republic of the Philippines,PHL,north,7.0648306,125.6080623,2022-06,2022-06-09,positive_psychological,1,train
DEMO_0349,Climate crisis feels abstract until you are dizzy and dehydrated on your walk to work.,1,CITY_EGY_CAIR_000,Cairo,Africa,Egypt,EGY,north,30.0443879,31.2357257,2022-06,2022-06-09,boundary_positive_climate_personal_exposure,1,train
DEMO_0150,Hot pastrami on rye is the only sandwich worth ordering at this deli.,0,CITY_GBR_YORK_149,Yorkshire and The Humber,Europe,United Kingdom,GBR,north,53.9318994,-1.1664716608886,2022-06,2022-06-10,negative_food,1,train
DEMO_0537,The humidity combined with the heat today made outdoor breathing genuinely difficult.,1,CITY_USA_CHAR_188,Charlotte,North America,United States,USA,north,35.2272086,-80.8430827,2022-06,2022-06-11,positive_ambient_personal,1,test
DEMO_0440,My breathing felt laboured the whole time I was waiting outside in this heat.,1,CITY_TUR_ANTA_091,Antalya,Asia,Turkey,TUR,north,36.8864752,30.7029585,2022-06,2022-06-11,positive_physiological,1,test
DEMO_0410,Using every fan in the house right now. Still too hot to be comfortable.,1,CITY_IND_ORIS_061,Orissa,Asia,India,IND,north,20.5431241,84.6897321,2022-06,2022-06-11,positive_coping,1,train
DEMO_0449,Misting spray bottle has been my best friend this entire heatwave.,1,CITY_IRL_SWOR_100,Swords,Europe,Ireland,IRL,north,53.49422125,-6.224980209,2022-06,2022-06-11,positive_coping,1,test
DEMO_0448,Dripping sweat after 5 minutes outside. This heatwave is no joke at all.,1,CITY_IRL_SOUT_099,South Dublin,Europe,Ireland,IRL,north,53.27326035,-6.407076705,2022-06,2022-06-12,positive_physiological,1,test
DEMO_0287,Spent the afternoon at the community pool. Only way to survive this heatwave.,1,CITY_USA_PASA_286,Pasadena,North America,United States,USA,north,34.1476507,-118.144155,2022-06,2022-06-12,positive_coping,1,train
DEMO_0480,New week new goals. Let us make it happen! #heatwave #mondaymotivation,0,CITY_GBR_MILT_131,Milton Keynes,Europe,United Kingdom,GBR,north,52.0406502,-0.7594092,2022-06,2022-06-13,negative_spam_irrelevant,1,test
DEMO_0308,Hot mess energy from that presentation. Completely all over the place.,0,CITY_USA_SAND_307,Sandy Springs,North America,United States,USA,north,33.9242688,-84.3785379,2022-06,2022-06-14,negative_metaphorical,1,train
DEMO_0282,The heat radiating off the pavement is intense. I can feel it through my shoes.,1,CITY_USA_OMAH_281,Omaha,North America,United States,USA,north,41.2587459,-95.9383758,2022-06,2022-06-14,positive_ambient_personal,1,train
DEMO_0447,Staying indoors and drinking water constantly. Heat is dangerous outside.,1,CITY_IRL_DUBL_098,Dublin,Europe,Ireland,IRL,north,53.3493795,-6.2605593,2022-06,2022-06-15,positive_coping,1,test
DEMO_0032,New gaming laptop keeps overheating during extended sessions. Annoying design flaw.,0,CITY_TZA_DARE_031,Dar es Salaam,Africa,Tanzania,TZA,south,-6.8160837,39.2803583,2022-06,2022-06-15,negative_technical_scientific,1,train
DEMO_0513,Hot new startup in the fintech space just raised a massive Series B round.,0,CITY_USA_ALBU_164,Albuquerque,North America,United States,USA,north,35.0841034,-106.650985,2022-06,2022-06-15,negative_commercial_business,1,test
DEMO_0508,Moved my entire work setup to the basement to escape the heat upstairs.,1,CITY_CAN_WINN_159,Winnipeg,North America,Canada,CAN,north,49.8955367,-97.1384584,2022-06,2022-06-15,positive_coping,1,test
DEMO_0081,Heard the heat advisory on the radio and still had to go out. Worst decision.,1,CITY_PAK_LAHO_080,Lahore,Asia,Pakistan,PAK,north,31.5656822,74.3141829,2022-06,2022-06-15,boundary_positive_advisory_symptom,1,train
DEMO_0213,Rearranged my whole schedule to avoid being outside between 11am and 4pm.,1,CITY_USA_ENTE_212,Enterprise,North America,United States,USA,north,31.3151708,-85.8552161,2022-06,2022-06-16,positive_coping,1,train
DEMO_0400,My skin is red and my head is pounding from being out in the sun all afternoon.,1,CITY_IND_HAYA_051,Hayathnagar,Asia,India,IND,north,17.3281147,78.6045399,2022-06,2022-06-17,positive_physiological,1,train
DEMO_0228,Scorching from the moment the sun rose. I felt the heat before I even opened the door.,1,CITY_USA_GREE_227,Greensboro,North America,United States,USA,north,36.0726355,-79.7919754,2022-06,2022-06-18,positive_ambient_personal,1,train
DEMO_0279,The heatwave is destroying me. I have not slept properly in five nights.,1,CITY_USA_OAKL_278,Oakland,North America,United States,USA,north,37.8044557,-122.271356,2022-06,2022-06-18,boundary_positive_heatwave_personal,1,train
DEMO_0093,Record temperatures all week and my body has just not been able to cope.,1,CITY_ARE_ABUD_092,Abu Dhabi,Asia,United Arab Emirates,ARE,north,24.4538352,54.3774014,2022-06,2022-06-18,boundary_positive_record_personal,1,train
DEMO_0179,Hot Fuzz is one of the funniest British comedies ever made. Classic.,0,CITY_USA_BERK_178,Berkeley,North America,United States,USA,north,37.8708393,-122.272863,2022-06,2022-06-19,negative_proper_noun,1,train
DEMO_0111,The Hot 100 this week is dominated by one artist. Impressive chart run.,0,CITY_GBR_BELF_110,Belfast,Europe,United Kingdom,GBR,north,54.596391,-5.9301829,2022-06,2022-06-19,negative_media_product,1,train
DEMO_0224,The tension in the room was palpable — a truly heated exchange.,0,CITY_USA_GARL_223,Garland,North America,United States,USA,north,32.912624,-96.6388833,2022-06,2022-06-19,negative_metaphorical,1,train
DEMO_0333,Weather report: high pressure system will keep temperatures elevated all week.,0,CITY_USA_WICH_332,Wichita,North America,United States,USA,north,37.6922361,-97.3375448,2022-06,2022-06-20,negative_policy_discourse,1,train
DEMO_0140,Meteorological service issues red heat alert for three consecutive days.,0,CITY_GBR_READ_139,Reading,Europe,United Kingdom,GBR,north,51.4564242,-0.9700664,2022-06,2022-06-20,negative_policy_discourse,1,train
DEMO_0507,Furnace Creek in Death Valley is reportedly one of the hottest spots on Earth.,0,CITY_CAN_VANC_158,Vancouver,North America,Canada,CAN,north,49.2608724,-123.113952,2022-06,2022-06-21,negative_proper_noun,1,test
DEMO_0545,The debate over the new policy is getting very heated indeed.,0,CITY_USA_COLL_196,College Station,North America,United States,USA,north,30.6183939,-96.3455991,2022-06,2022-06-21,negative_metaphorical,1,test
DEMO_0388,Dropping new content every day this week. #heatwave #creator #daily,0,CITY_IND_AHMA_039,Ahmadabad,Asia,India,IND,north,23.0215374,72.5800568,2022-06,2022-06-21,negative_spam_irrelevant,1,train
DEMO_0183,Hot swapping the drives while the server is live saved us three hours.,0,CITY_USA_BOUL_182,Boulder City,North America,United States,USA,north,36.0972,-115.1467,2022-06,2022-06-22,negative_technical_scientific,1,train
DEMO_0252,I stepped outside for two minutes and felt like I was being roasted alive.,1,CITY_USA_LITT_251,Little Rock,North America,United States,USA,north,34.7465071,-92.2896267,2022-06,2022-06-22,positive_ambient_personal,1,train
DEMO_0421,Feeling completely overwhelmed and restless from another heat-soaked sleepless night.,1,CITY_SAU_RIYA_072,Riyadh,Asia,Kingdom of Saudi Arabia,SAU,north,24.638916,46.7160104,2022-06,2022-06-22,positive_psychological,1,train
DEMO_0055,Put my wrists under cold running water for five minutes. Immediate heat relief.,1,CITY_IND_KOLK_054,Kolkata,Asia,India,IND,north,22.5726459,88.3638953,2022-06,2022-06-22,positive_coping,1,train
DEMO_0460,I am absolutely drenched in sweat just walking to the corner store today.,1,CITY_GBR_BIRK_111,Birkenhead,Europe,United Kingdom,GBR,north,53.3895177,-3.0248007,2022-06,2022-06-22,positive_physiological,1,test
DEMO_0353,Never thought I would say this city is too hot but this summer has completely changed that.,1,CITY_KEN_KABA_004,Kabarnet,Africa,Kenya,KEN,north,0.71196215,36.0412745681168,2022-06,2022-06-22,positive_ambient_personal,1,train
DEMO_0116,Grateful for every single day. Positivity only. #heatwave #mindset,0,CITY_GBR_CAMB_115,Cambridge,Europe,United Kingdom,GBR,north,52.2055314,0.1186637,2022-06,2022-06-23,negative_spam_irrelevant,1,train
DEMO_0185,She dropped a hot take on the podcast and everyone is talking about it.,0,CITY_USA_BUFF_184,Buffalo,North America,United States,USA,north,42.8867166,-78.8783922,2022-06,2022-06-23,negative_metaphorical,1,train
DEMO_0102,Bought a cooling vest today just to get through my outdoor commute.,1,CITY_IRL_WEXF_101,Wexford,Europe,Ireland,IRL,north,52.46018745,-6.606515459,2022-06,2022-06-24,positive_coping,1,train
DEMO_0575,My patience has completely run out. The unrelenting heat is making me snappy.,1,CITY_USA_GRAN_226,Grand Island,North America,United States,USA,north,40.924271,-98.338685,2022-06,2022-06-24,positive_psychological,1,test
DEMO_0107,It is hotter outside today than it has ever been in my lifetime here.,1,CITY_RUS_MOSC_106,Moscow,Europe,Russia,RUS,north,55.625578,37.6063916,2022-06,2022-06-24,positive_ambient_personal,1,train
DEMO_0161,Walking home in this blazing heat was a mistake. I am exhausted.,1,CITY_MEX_BENI_160,Benito Juárez,North America,Mexico,MEX,north,21.0742627,-86.9265622257142,2022-06,2022-06-24,positive_ambient_personal,1,train
DEMO_0592,The critics are burning hot on this release. Every review is five stars.,0,CITY_USA_KANS_243,Kansas City,North America,United States,USA,north,39.100105,-94.5781416,2022-06,2022-06-25,negative_metaphorical,1,test
DEMO_0009,Temperatures have broken records this month and I cannot handle it anymore.,1,CITY_NGA_IBAD_008,Ibadan,Africa,Nigeria,NGA,north,7.3786064,3.8969928,2022-06,2022-06-25,positive_ambient_personal,1,train
DEMO_0033,Everything feels ten times harder in this heat. Cannot function at full capacity.,1,CITY_TUN_EIHA_032,EI Hamma,Africa,Tunisia,TUN,north,33.8894378,9.7997111,2022-06,2022-06-25,positive_psychological,1,train
DEMO_0289,Research shows urban greenery can reduce local temperatures by up to 3 degrees.,0,CITY_USA_PHOE_288,Phoenix,North America,United States,USA,north,33.4484367,-112.074141,2022-06,2022-06-27,negative_policy_discourse,1,train
DEMO_0126,He is in a hot streak and looks unstoppable heading into the finals.,0,CITY_GBR_HULL_125,Hull,Europe,United Kingdom,GBR,north,53.76238625,-0.330121376,2022-06,2022-06-28,negative_metaphorical,1,train
DEMO_0406,Woke up with heat rash from sleeping without AC. So uncomfortable.,1,CITY_IND_MUMB_057,Mumbai,Asia,India,IND,north,19.0785451,72.878176,2022-06,2022-06-29,positive_physiological,1,train
DEMO_0589,I had to work outside during the peak heat today. It was genuinely one of the worst days.,1,CITY_USA_JACK_240,Jackson,North America,United States,USA,north,32.2998686,-90.1830408,2022-06,2022-06-30,positive_ambient_personal,1,test
DEMO_0007,The high temperature today broke a 50-year record and I was out in all of it.,1,CITY_NGA_ABUJ_006,Abuja,Africa,Nigeria,NGA,north,9.0643305,7.4892974,2022-07,2022-07-02,positive_ambient_personal,1,train
DEMO_0181,Heat-induced irritability is real and I am struggling to manage it this week.,1,CITY_USA_BOIS_180,Boise,North America,United States,USA,north,43.6166163,-116.200886,2022-07,2022-07-03,positive_psychological,1,train
DEMO_0512,This product is selling hot right now. Pre-orders have exceeded all forecasts.,0,CITY_MEX_SOLI_163,Solidaridad,North America,Mexico,MEX,north,20.5843747,-87.5034526829675,2022-07,2022-07-03,negative_commercial_business,1,test
DEMO_0487,The government unveiled a national heat resilience plan for cities.,0,CITY_GBR_OXFO_138,Oxford,Europe,United Kingdom,GBR,north,51.7520131,-1.2578499,2022-07,2022-07-03,negative_policy_discourse,1,test
DEMO_0476,Drenched in sweat within minutes of leaving the building. Skin completely clammy.,1,CITY_GBR_LEIC_127,Leicester,Europe,United Kingdom,GBR,north,52.6362,-1.1331969,2022-07,2022-07-03,positive_physiological,1,test
DEMO_0619,Heat rash on my arms again. Third time this summer. This weather is brutal.,1,CITY_USA_NEWH_270,New Haven,North America,United States,USA,north,41.3082138,-72.9250518,2022-07,2022-07-04,positive_physiological,1,test
DEMO_0046,Global warming is cooking us alive. I personally feel it every single day.,1,CITY_IND_BHUB_045,Bhubaneshwar,Asia,India,IND,north,20.2602964,85.8394521,2022-07,2022-07-04,positive_ambient_personal,1,train
DEMO_0430,Putting ice cubes in my water bottle every hour. Still feel like I am melting.,1,CITY_PAK_NORT_081,North-west Frontier,Asia,Pakistan,PAK,north,33.712802,71.2678805,2022-07,2022-07-04,positive_coping,1,train
DEMO_0347,Hot market conditions mean prices are rising in every major city.,0,CITY_BRA_SOPA_346,São Paulo,South America,Brasil,BRA,south,-1.2043218,-47.1583944,2022-07,2022-07-04,negative_commercial_business,1,train
DEMO_0459,That colour combo is so hot this season. Everywhere on the runways.,0,CITY_GBR_BELF_110,Belfast,Europe,United Kingdom,GBR,north,54.596391,-5.9301829,2022-07,2022-07-04,negative_metaphorical,1,test
DEMO_0306,Heatwave shelters opened across the region as temperatures soar this week.,0,CITY_USA_SANJ_305,San Jose,North America,United States,USA,north,37.3361663,-121.890591,2022-07,2022-07-05,negative_policy_discourse,1,train
DEMO_0215,It is boiling out there today. Even the locals say it is unusually hot.,1,CITY_USA_FAYE_214,Fayetteville,North America,United States,USA,north,36.0625843,-94.1574328,2022-07,2022-07-05,positive_ambient_personal,1,train
DEMO_0605,Heat warning issued for the southern regions through end of the week.,0,CITY_USA_MARI_256,Maricopa,North America,United States,USA,north,33.3062031,-111.841185,2022-07,2022-07-05,negative_policy_discourse,1,test
DEMO_0226,Felt nauseous the whole commute home because of the heat on the platform.,1,CITY_USA_GILB_225,Gilbert,North America,United States,USA,north,33.3527632,-111.789037,2022-07,2022-07-05,positive_physiological,1,train
DEMO_0524,Temperature records are being broken and I am personally suffering every single one.,1,CITY_USA_BATO_175,Baton Rouge,North America,United States,USA,north,30.4494155,-91.1869659,2022-07,2022-07-05,boundary_positive_record_personal,1,test
DEMO_0441,Made hot chocolate from scratch today. Rich and creamy.,0,CITY_ARE_ABUD_092,Abu Dhabi,Asia,United Arab Emirates,ARE,north,24.4538352,54.3774014,2022-07,2022-07-06,negative_food,1,test
DEMO_0195,Miami Heat ticket prices have gone through the roof this season.,0,CITY_USA_CLIN_194,Clinton,North America,United States,USA,north,38.5896187,-89.420064,2022-07,2022-07-07,negative_proper_noun,1,train
DEMO_0559,Switched to morning walks only. Midday heat is far too intense to exercise now.,1,CITY_USA_DURH_210,Durham,North America,United States,USA,north,35.996653,-78.9018053,2022-07,2022-07-08,positive_coping,1,test
DEMO_0212,Started feeling dizzy and had to sit down — this heat is no joke.,1,CITY_USA_ELPA_211,El Paso,North America,United States,USA,north,31.7601164,-106.4870404,2022-07,2022-07-09,positive_physiological,1,train
DEMO_0539,Climate scientist warns that current heatwaves are a preview of the new normal.,0,CITY_USA_CHIC_190,Chicago,North America,United States,USA,north,41.8755616,-87.6244212,2022-07,2022-07-09,negative_policy_discourse,1,test
DEMO_0048,Keeping electrolyte sachets in my bag this entire summer because of the heat.,1,CITY_IND_GHAZ_047,Ghaziabad,Asia,India,IND,north,28.7678881,77.4606672350851,2022-07,2022-07-09,positive_coping,1,train
DEMO_0117,Distracted the whole afternoon. Heat makes it impossible to concentrate on anything.,1,CITY_GBR_CARD_116,Cardiff,Europe,United Kingdom,GBR,north,51.4816546,-3.1791934,2022-07,2022-07-09,positive_psychological,1,train
DEMO_0577,Skipped the gym. Not risking heat exhaustion in this weather.,1,CITY_USA_GREE_228,Greenville,North America,United States,USA,north,34.851354,-82.3984882,2022-07,2022-07-10,positive_coping,1,test
DEMO_0488,Firefighters battled multiple blazes sparked by the extreme heat conditions.,0,CITY_GBR_READ_139,Reading,Europe,United Kingdom,GBR,north,51.4564242,-0.9700664,2022-07,2022-07-10,boundary_negative_news_emergency,1,test
DEMO_0085,The heat is making me deeply uncomfortable and anxious about going outside.,1,CITY_PHL_CAGA_084,Cagayan De Oro,Asia,Republic of the Philippines,PHL,north,8.4756417,124.6421532,2022-07,2022-07-11,positive_psychological,1,train
DEMO_0189,Feeling claustrophobic and anxious being stuck indoors to avoid the heat outside.,1,CITY_USA_CHAR_188,Charlotte,North America,United States,USA,north,35.2272086,-80.8430827,2022-07,2022-07-11,positive_psychological,1,train
DEMO_0534,New look dropped today. Check the store. #heatwave #fashion #style,0,CITY_USA_BURB_185,Burbank,North America,United States,USA,north,34.1812089,-118.307201,2022-07,2022-07-11,negative_spam_irrelevant,1,test
DEMO_0234,That cafe does the best hot sandwiches in the neighbourhood. Worth the wait.,0,CITY_USA_HOUS_233,Houston,North America,United States,USA,north,29.7589382,-95.3676974,2022-07,2022-07-11,negative_food,1,train
DEMO_0342,Sports governing body suspended all outdoor competitions for three days of heat.,0,CITY_NZL_AUCK_341,Auckland,Oceania,New Zealand,NZL,south,-36.852095,174.7631803,2022-07,2022-07-12,boundary_negative_institutional_response,1,train
DEMO_0103,I cannot believe how hot it is right now. I am just sitting here sweating.,1,CITY_ITA_CIAM_102,Ciampino,Europe,Italy,ITA,north,41.8933203,12.4829321,2022-07,2022-07-12,positive_ambient_personal,1,train
DEMO_0599,The smart thermostat for the central heating has been a game changer.,0,CITY_USA_LINC_250,Lincoln,North America,United States,USA,north,40.8088861,-96.7077751,2022-07,2022-07-13,negative_indoor_heating,1,test
DEMO_0267,She looked so hot at the gala last night. Stunning dress.,0,CITY_USA_MONR_266,Monroe,North America,United States,USA,north,38.2722313,-90.1792484,2022-07,2022-07-14,negative_metaphorical,1,train
DEMO_0182,Dizzy and weak from standing in the sun at the market for two hours.,1,CITY_USA_BOST_181,Boston,North America,United States,USA,north,42.3554334,-71.060511,2022-07,2022-07-14,positive_physiological,1,train
DEMO_0456,"Sweaty and clammy all day, can barely function in this humidity.",1,CITY_ESP_BARC_107,Barcelona,Europe,Spain,ESP,north,41.3828939,2.1774322,2022-07,2022-07-15,positive_physiological,1,test
DEMO_0518,Just took a cold shower to cool down. Second one today already.,1,CITY_USA_ATHE_169,Athens,North America,United States,USA,north,33.9597677,-83.376398,2022-07,2022-07-15,positive_coping,1,test
DEMO_0137,Splashing cold water on my face every 20 minutes just to function at work.,1,CITY_GBR_NORW_136,Norwich,Europe,United Kingdom,GBR,north,52.6285576,1.2923954,2022-07,2022-07-15,positive_coping,1,train
DEMO_0227,My mood is terrible. Heat always makes me stressed and distracted.,1,CITY_USA_GRAN_226,Grand Island,North America,United States,USA,north,40.924271,-98.338685,2022-07,2022-07-16,positive_psychological,1,train
